state,year,month,unemployment_rate
Florida,2020,3,4.3
Florida,2020,4,12.9
Florida,2020,5,14.2
Florida,2020,6,11.8
Florida,2020,7,12.0
Florida,2020,8,8.7
Florida,2020,9,8.1
Florida,2020,10,6.8
Florida,2020,11,6.3
Florida,2020,12,6.0
Florida,2021,1,5.9
Florida,2021,2,5.4
Florida,2021,3,5.2
Florida,2021,4,5.0
Florida,2021,5,4.8
Florida,2021,6,5.3
Florida,2021,7,5.0
Florida,2021,8,4.7
Florida,2021,9,4.3
Florida,2021,10,3.9
Florida,2021,11,3.7
Florida,2021,12,3.2
Florida,2022,1,3.7
Florida,2022,2,3.3
Florida,2022,3,3.0
Florida,2022,4,2.8
Florida,2022,5,2.8
Florida,2022,6,3.2
Florida,2022,7,3.1
Florida,2022,8,3.1
Florida,2022,9,2.9
Florida,2022,10,3.0
Florida,2022,11,2.9
Florida,2022,12,2.5
Florida,2023,1,2.9
Florida,2023,2,2.7
Florida,2023,3,2.7
Florida,2023,4,2.5
Florida,2023,5,2.8
Florida,2023,6,3.1
Florida,2023,7,3.1
Florida,2023,8,3.3
Florida,2023,9,3.2
Florida,2023,10,3.2
Florida,2023,11,3.0
Florida,2023,12,2.9
Florida,2024,1,3.2
Florida,2024,2,3.1
Florida,2024,3,3.1
Florida,2024,4,2.9
Florida,2024,5,3.1
Florida,2024,6,3.6
Florida,2024,7,3.8
Florida,2024,8,3.8
Florida,2024,9,3.5
Florida,2024,10,3.5
Florida,2024,11,3.5
Florida,2024,12,3.2
Florida,2025,1,3.7
Florida,2025,2,3.7
Florida,2025,3,3.5
Florida,2025,4,3.5
Florida,2025,5,3.5
Florida,2025,6,3.9
Florida,2025,7,4.1
Florida,2025,8,4.4
Florida,2025,9,4.2
Florida,2025,10,4.550000000000001
Florida,2025,11,4.9
Florida,2025,12,4.4
Georgia,2016,1,5.8
Georgia,2016,2,5.6
Georgia,2016,3,5.5
Georgia,2016,4,5.1
Georgia,2016,5,5.2
Georgia,2016,6,5.8
Georgia,2016,7,5.6
Georgia,2016,8,5.7
Georgia,2016,9,5.4
Georgia,2016,10,5.4
Georgia,2016,11,5.0
Georgia,2016,12,5.2
Georgia,2017,1,5.5
Georgia,2017,2,5.2
Georgia,2017,3,5.0
Georgia,2017,4,4.6
Georgia,2017,5,4.8
Georgia,2017,6,5.1
Georgia,2017,7,4.9
Georgia,2017,8,5.0
Georgia,2017,9,4.4
Georgia,2017,10,4.4
Georgia,2017,11,4.2
Georgia,2017,12,4.2
Georgia,2018,1,4.5
Georgia,2018,2,4.3
Georgia,2018,3,4.2
Georgia,2018,4,3.7
Georgia,2018,5,3.8
Georgia,2018,6,4.4
Georgia,2018,7,4.1
Georgia,2018,8,4.1
Georgia,2018,9,3.6
Georgia,2018,10,3.8
Georgia,2018,11,3.5
Georgia,2018,12,3.8
Georgia,2019,1,4.3
Georgia,2019,2,3.8
Georgia,2019,3,3.8
Georgia,2019,4,3.2
Georgia,2019,5,3.6
Georgia,2019,6,3.9
Georgia,2019,7,3.8
Georgia,2019,8,3.9
Georgia,2019,9,3.2
Georgia,2019,10,3.3
Georgia,2019,11,3.1
Georgia,2019,12,3.3
Georgia,2020,1,3.8
Georgia,2020,2,3.5
Georgia,2020,3,4.2
Georgia,2020,4,11.9
Georgia,2020,5,10.0
Georgia,2020,6,8.7
Georgia,2020,7,8.0
Georgia,2020,8,6.9
Georgia,2020,9,6.4
Georgia,2020,10,5.4
Georgia,2020,11,5.0
Georgia,2020,12,5.1
Georgia,2021,1,5.1
Georgia,2021,2,4.6
Georgia,2021,3,4.4
Georgia,2021,4,4.0
Georgia,2021,5,4.1
Georgia,2021,6,4.5
Georgia,2021,7,3.9
Georgia,2021,8,4.0
Georgia,2021,9,3.3
Georgia,2021,10,3.3
Georgia,2021,11,3.0
Georgia,2021,12,2.8
Georgia,2022,1,3.5
Georgia,2022,2,3.2
Georgia,2022,3,3.1
Georgia,2022,4,2.6
Georgia,2022,5,3.0
Georgia,2022,6,3.5
Georgia,2022,7,3.2
Georgia,2022,8,3.6
Georgia,2022,9,3.0
Georgia,2022,10,3.3
Georgia,2022,11,3.1
Georgia,2022,12,3.0
Georgia,2023,1,3.4
Georgia,2023,2,3.4
Georgia,2023,3,3.3
Georgia,2023,4,2.7
Georgia,2023,5,3.3
Georgia,2023,6,3.6
Georgia,2023,7,3.3
Georgia,2023,8,3.7
Georgia,2023,9,3.2
Georgia,2023,10,3.4
Georgia,2023,11,3.0
Georgia,2023,12,3.1
Georgia,2024,1,3.4
Georgia,2024,2,3.4
Georgia,2024,3,3.4
Georgia,2024,4,3.0
Georgia,2024,5,3.5
Georgia,2024,6,3.9
Georgia,2024,7,3.9
Georgia,2024,8,4.1
Georgia,2024,9,3.4
Georgia,2024,10,3.6
Georgia,2024,11,3.5
Georgia,2024,12,3.4
Georgia,2025,1,3.5
Georgia,2025,2,3.7
Georgia,2025,3,3.6
Georgia,2025,4,3.1
Georgia,2025,5,3.3
Georgia,2025,6,3.7
Georgia,2025,7,3.6
Georgia,2025,8,3.5
Georgia,2025,9,3.4
Georgia,2025,10,3.7
Georgia,2025,11,4.0
Georgia,2025,12,3.3
Hawaii,2016,1,3.0
Hawaii,2016,2,2.9
Hawaii,2016,3,3.0
Hawaii,2016,4,2.9
Hawaii,2016,5,2.8
Hawaii,2016,6,3.6
Hawaii,2016,7,3.0
Hawaii,2016,8,2.8
Hawaii,2016,9,3.0
Hawaii,2016,10,2.8
Hawaii,2016,11,2.6
Hawaii,2016,12,2.4
Hawaii,2017,1,2.6
Hawaii,2017,2,2.5
Hawaii,2017,3,2.3
Hawaii,2017,4,2.3
Hawaii,2017,5,2.2
Hawaii,2017,6,2.8
Hawaii,2017,7,2.2
Hawaii,2017,8,2.2
Hawaii,2017,9,2.2
Hawaii,2017,10,1.8
Hawaii,2017,11,2.0
Hawaii,2017,12,1.8
Hawaii,2018,1,2.1
Hawaii,2018,2,2.0
Hawaii,2018,3,2.1
Hawaii,2018,4,2.1
Hawaii,2018,5,2.0
Hawaii,2018,6,3.0
Hawaii,2018,7,2.4
Hawaii,2018,8,2.5
Hawaii,2018,9,2.7
Hawaii,2018,10,2.7
Hawaii,2018,11,2.6
Hawaii,2018,12,2.5
Hawaii,2019,1,2.9
Hawaii,2019,2,2.6
Hawaii,2019,3,2.6
Hawaii,2019,4,2.4
Hawaii,2019,5,2.3
Hawaii,2019,6,3.1
Hawaii,2019,7,2.6
Hawaii,2019,8,2.5
Hawaii,2019,9,2.6
Hawaii,2019,10,2.4
Hawaii,2019,11,2.3
Hawaii,2019,12,2.0
Hawaii,2020,1,2.3
Hawaii,2020,2,2.0
Hawaii,2020,3,2.1
Hawaii,2020,4,22.1
Hawaii,2020,5,20.9
Hawaii,2020,6,17.8
Hawaii,2020,7,15.7
Hawaii,2020,8,12.9
Hawaii,2020,9,13.8
Hawaii,2020,10,11.3
Hawaii,2020,11,10.5
Hawaii,2020,12,10.0
Hawaii,2021,1,9.5
Hawaii,2021,2,8.9
Hawaii,2021,3,8.2
Hawaii,2021,4,7.6
Hawaii,2021,5,6.6
Hawaii,2021,6,7.0
Hawaii,2021,7,5.5
Hawaii,2021,8,4.8
Hawaii,2021,9,4.2
Hawaii,2021,10,3.4
Hawaii,2021,11,3.1
Hawaii,2021,12,2.8
Hawaii,2022,1,3.2
Hawaii,2022,2,3.1
Hawaii,2022,3,3.0
Hawaii,2022,4,3.1
Hawaii,2022,5,3.1
Hawaii,2022,6,3.9
Hawaii,2022,7,3.4
Hawaii,2022,8,3.5
Hawaii,2022,9,3.5
Hawaii,2022,10,3.4
Hawaii,2022,11,3.4
Hawaii,2022,12,2.9
Hawaii,2023,1,3.0
Hawaii,2023,2,3.0
Hawaii,2023,3,2.8
Hawaii,2023,4,2.5
Hawaii,2023,5,2.6
Hawaii,2023,6,3.3
Hawaii,2023,7,2.8
Hawaii,2023,8,3.0
Hawaii,2023,9,3.3
Hawaii,2023,10,3.1
Hawaii,2023,11,2.9
Hawaii,2023,12,2.7
Hawaii,2024,1,2.9
Hawaii,2024,2,2.8
Hawaii,2024,3,2.7
Hawaii,2024,4,2.6
Hawaii,2024,5,2.5
Hawaii,2024,6,3.5
Hawaii,2024,7,3.2
Hawaii,2024,8,3.2
Hawaii,2024,9,3.2
Hawaii,2024,10,3.1
Hawaii,2024,11,3.2
Hawaii,2024,12,2.8
Hawaii,2025,1,2.7
Hawaii,2025,2,2.8
Hawaii,2025,3,2.4
Hawaii,2025,4,2.5
Hawaii,2025,5,2.6
Hawaii,2025,6,3.3
Hawaii,2025,7,2.6
Hawaii,2025,8,2.6
Hawaii,2025,9,2.3
Hawaii,2025,10,2.3499999999999996
Hawaii,2025,11,2.4
Hawaii,2025,12,2.2
Illinois,2016,1,6.8
Illinois,2016,2,6.6
Illinois,2016,3,6.4
Illinois,2016,4,5.9
Illinois,2016,5,5.5
Illinois,2016,6,6.0
Illinois,2016,7,5.8
Illinois,2016,8,5.8
Illinois,2016,9,5.7
Illinois,2016,10,5.6
Illinois,2016,11,5.1
Illinois,2016,12,5.3
Illinois,2017,1,6.1
Illinois,2017,2,5.5
Illinois,2017,3,5.0
Illinois,2017,4,4.6
Illinois,2017,5,4.5
Illinois,2017,6,5.2
Illinois,2017,7,5.1
Illinois,2017,8,5.2
Illinois,2017,9,4.7
Illinois,2017,10,4.6
Illinois,2017,11,4.5
Illinois,2017,12,4.5
Illinois,2018,1,5.1
Illinois,2018,2,4.9
Illinois,2018,3,4.4
Illinois,2018,4,3.9
Illinois,2018,5,3.8
Illinois,2018,6,4.8
Illinois,2018,7,4.5
Illinois,2018,8,4.4
Illinois,2018,9,4.1
Illinois,2018,10,4.2
Illinois,2018,11,4.1
Illinois,2018,12,4.4
Illinois,2019,1,5.3
Illinois,2019,2,4.8
Illinois,2019,3,4.5
Illinois,2019,4,3.9
Illinois,2019,5,3.6
Illinois,2019,6,4.1
Illinois,2019,7,4.2
Illinois,2019,8,3.9
Illinois,2019,9,3.5
Illinois,2019,10,3.5
Illinois,2019,11,3.2
Illinois,2019,12,3.3
Illinois,2020,1,4.0
Illinois,2020,2,3.8
Illinois,2020,3,5.6
Illinois,2020,4,17.9
Illinois,2020,5,14.7
Illinois,2020,6,12.9
Illinois,2020,7,11.9
Illinois,2020,8,9.6
Illinois,2020,9,9.0
Illinois,2020,10,7.4
Illinois,2020,11,7.3
Illinois,2020,12,7.7
Illinois,2021,1,7.8
Illinois,2021,2,7.3
Illinois,2021,3,6.7
Illinois,2021,4,6.4
Illinois,2021,5,6.2
Illinois,2021,6,7.2
Illinois,2021,7,6.6
Illinois,2021,8,6.1
Illinois,2021,9,5.2
Illinois,2021,10,4.9
Illinois,2021,11,4.4
Illinois,2021,12,4.2
Illinois,2022,1,5.3
Illinois,2022,2,5.0
Illinois,2022,3,4.7
Illinois,2022,4,4.4
Illinois,2022,5,4.4
Illinois,2022,6,5.0
Illinois,2022,7,4.8
Illinois,2022,8,4.9
Illinois,2022,9,4.4
Illinois,2022,10,4.3
Illinois,2022,11,4.2
Illinois,2022,12,4.0
Illinois,2023,1,4.7
Illinois,2023,2,4.7
Illinois,2023,3,4.4
Illinois,2023,4,3.8
Illinois,2023,5,4.0
Illinois,2023,6,4.8
Illinois,2023,7,4.7
Illinois,2023,8,5.1
Illinois,2023,9,4.7
Illinois,2023,10,4.5
Illinois,2023,11,4.2
Illinois,2023,12,4.3
Illinois,2024,1,5.2
Illinois,2024,2,5.3
Illinois,2024,3,5.0
Illinois,2024,4,4.6
Illinois,2024,5,4.8
Illinois,2024,6,5.7
Illinois,2024,7,5.7
Illinois,2024,8,5.3
Illinois,2024,9,4.7
Illinois,2024,10,4.7
Illinois,2024,11,4.5
Illinois,2024,12,4.3
Illinois,2025,1,5.0
Illinois,2025,2,5.1
Illinois,2025,3,5.0
Illinois,2025,4,4.5
Illinois,2025,5,4.4
Illinois,2025,6,4.5
Illinois,2025,7,4.8
Illinois,2025,8,4.7
Illinois,2025,9,4.3
Illinois,2025,10,4.449999999999999
Illinois,2025,11,4.6
Illinois,2025,12,4.8
Indiana,2016,1,5.1
Indiana,2016,2,5.2
Indiana,2016,3,5.1
Indiana,2016,4,4.2
Indiana,2016,5,4.1
Indiana,2016,6,4.5
Indiana,2016,7,4.5
Indiana,2016,8,4.3
Indiana,2016,9,3.9
Indiana,2016,10,3.8
Indiana,2016,11,3.9
Indiana,2016,12,3.8
Indiana,2017,1,4.6
Indiana,2017,2,4.4
Indiana,2017,3,3.8
Indiana,2017,4,2.9
Indiana,2017,5,3.2
Indiana,2017,6,3.5
Indiana,2017,7,3.8
Indiana,2017,8,3.6
Indiana,2017,9,3.2
Indiana,2017,10,3.1
Indiana,2017,11,3.2
Indiana,2017,12,3.0
Indiana,2018,1,3.9
Indiana,2018,2,3.9
Indiana,2018,3,3.6
Indiana,2018,4,3.0
Indiana,2018,5,3.2
Indiana,2018,6,3.7
Indiana,2018,7,3.7
Indiana,2018,8,3.4
Indiana,2018,9,2.9
Indiana,2018,10,3.3
Indiana,2018,11,3.3
Indiana,2018,12,3.2
Indiana,2019,1,4.2
Indiana,2019,2,4.0
Indiana,2019,3,3.8
Indiana,2019,4,2.8
Indiana,2019,5,3.0
Indiana,2019,6,3.4
Indiana,2019,7,3.6
Indiana,2019,8,3.2
Indiana,2019,9,2.8
Indiana,2019,10,3.0
Indiana,2019,11,3.1
Indiana,2019,12,2.9
Indiana,2020,1,3.8
Indiana,2020,2,3.7
Indiana,2020,3,4.5
Indiana,2020,4,16.5
Indiana,2020,5,12.8
Indiana,2020,6,10.3
Indiana,2020,7,9.3
Indiana,2020,8,6.8
Indiana,2020,9,6.0
Indiana,2020,10,5.2
Indiana,2020,11,5.0
Indiana,2020,12,4.6
Indiana,2021,1,5.2
Indiana,2021,2,5.0
Indiana,2021,3,4.8
Indiana,2021,4,4.0
Indiana,2021,5,4.1
Indiana,2021,6,4.5
Indiana,2021,7,4.1
Indiana,2021,8,3.6
Indiana,2021,9,3.2
Indiana,2021,10,2.9
Indiana,2021,11,2.8
Indiana,2021,12,2.5
Indiana,2022,1,3.4
Indiana,2022,2,3.5
Indiana,2022,3,3.3
Indiana,2022,4,2.5
Indiana,2022,5,2.9
Indiana,2022,6,3.3
Indiana,2022,7,3.5
Indiana,2022,8,3.2
Indiana,2022,9,2.6
Indiana,2022,10,3.0
Indiana,2022,11,3.1
Indiana,2022,12,2.7
Indiana,2023,1,3.7
Indiana,2023,2,3.8
Indiana,2023,3,3.7
Indiana,2023,4,2.8
Indiana,2023,5,3.4
Indiana,2023,6,3.6
Indiana,2023,7,3.7
Indiana,2023,8,3.6
Indiana,2023,9,3.2
Indiana,2023,10,3.3
Indiana,2023,11,3.4
Indiana,2023,12,3.2
Indiana,2024,1,4.1
Indiana,2024,2,4.4
Indiana,2024,3,4.3
Indiana,2024,4,3.6
Indiana,2024,5,4.0
Indiana,2024,6,4.4
Indiana,2024,7,4.9
Indiana,2024,8,4.4
Indiana,2024,9,4.0
Indiana,2024,10,4.0
Indiana,2024,11,4.3
Indiana,2024,12,4.0
Indiana,2025,1,4.5
Indiana,2025,2,4.5
Indiana,2025,3,3.4
Indiana,2025,4,3.0
Indiana,2025,5,3.4
Indiana,2025,6,3.7
Indiana,2025,7,4.2
Indiana,2025,8,3.8
Indiana,2025,9,3.5
Indiana,2025,10,3.4
Indiana,2025,11,3.3
Indiana,2025,12,2.7
Iowa,2016,1,4.5
Iowa,2016,2,4.1
Iowa,2016,3,3.9
Iowa,2016,4,3.2
Iowa,2016,5,3.3
Iowa,2016,6,3.8
Iowa,2016,7,3.8
Iowa,2016,8,3.7
Iowa,2016,9,3.3
Iowa,2016,10,3.1
Iowa,2016,11,3.0
Iowa,2016,12,3.4
Iowa,2017,1,4.4
Iowa,2017,2,3.7
Iowa,2017,3,3.4
Iowa,2017,4,2.8
Iowa,2017,5,2.9
Iowa,2017,6,3.1
Iowa,2017,7,3.2
Iowa,2017,8,3.2
Iowa,2017,9,2.7
Iowa,2017,10,2.4
Iowa,2017,11,2.5
Iowa,2017,12,2.8
Iowa,2018,1,3.7
Iowa,2018,2,3.2
Iowa,2018,3,3.0
Iowa,2018,4,2.4
Iowa,2018,5,2.2
Iowa,2018,6,2.6
Iowa,2018,7,2.6
Iowa,2018,8,2.5
Iowa,2018,9,2.1
Iowa,2018,10,2.0
Iowa,2018,11,2.0
Iowa,2018,12,2.6
Iowa,2019,1,3.5
Iowa,2019,2,3.0
Iowa,2019,3,3.1
Iowa,2019,4,2.2
Iowa,2019,5,2.4
Iowa,2019,6,2.8
Iowa,2019,7,2.9
Iowa,2019,8,2.7
Iowa,2019,9,2.2
Iowa,2019,10,2.3
Iowa,2019,11,2.3
Iowa,2019,12,2.6
Iowa,2020,1,3.4
Iowa,2020,2,2.9
Iowa,2020,3,3.4
Iowa,2020,4,10.7
Iowa,2020,5,8.5
Iowa,2020,6,7.0
Iowa,2020,7,6.0
Iowa,2020,8,4.8
Iowa,2020,9,4.2
Iowa,2020,10,3.5
Iowa,2020,11,3.8
Iowa,2020,12,4.2
Iowa,2021,1,5.2
Iowa,2021,2,4.8
Iowa,2021,3,4.5
Iowa,2021,4,4.0
Iowa,2021,5,4.2
Iowa,2021,6,4.6
Iowa,2021,7,4.1
Iowa,2021,8,3.8
Iowa,2021,9,3.0
Iowa,2021,10,2.9
Iowa,2021,11,2.7
Iowa,2021,12,2.7
Iowa,2022,1,3.7
Iowa,2022,2,3.0
Iowa,2022,3,2.8
Iowa,2022,4,2.1
Iowa,2022,5,2.4
Iowa,2022,6,2.8
Iowa,2022,7,3.1
Iowa,2022,8,3.2
Iowa,2022,9,2.6
Iowa,2022,10,2.8
Iowa,2022,11,2.8
Iowa,2022,12,2.9
Iowa,2023,1,3.7
Iowa,2023,2,3.3
Iowa,2023,3,3.1
Iowa,2023,4,2.3
Iowa,2023,5,2.8
Iowa,2023,6,3.0
Iowa,2023,7,3.1
Iowa,2023,8,3.2
Iowa,2023,9,2.7
Iowa,2023,10,2.8
Iowa,2023,11,2.5
Iowa,2023,12,2.6
Iowa,2024,1,3.5
Iowa,2024,2,3.1
Iowa,2024,3,2.8
Iowa,2024,4,2.2
Iowa,2024,5,2.7
Iowa,2024,6,3.1
Iowa,2024,7,3.5
Iowa,2024,8,3.4
Iowa,2024,9,2.9
Iowa,2024,10,3.1
Iowa,2024,11,3.1
Iowa,2024,12,3.0
Iowa,2025,1,4.0
Iowa,2025,2,3.8
Iowa,2025,3,3.7
Iowa,2025,4,3.2
Iowa,2025,5,3.6
Iowa,2025,6,3.8
Iowa,2025,7,4.1
Iowa,2025,8,4.2
Iowa,2025,9,3.1
Iowa,2025,10,3.1
Iowa,2025,11,3.1
Iowa,2025,12,3.3
Kansas,2016,1,4.1
Kansas,2016,2,4.2
Kansas,2016,3,4.1
Kansas,2016,4,3.8
Kansas,2016,5,3.8
Kansas,2016,6,4.4
Kansas,2016,7,4.7
Kansas,2016,8,4.4
Kansas,2016,9,4.0
Kansas,2016,10,4.0
Kansas,2016,11,3.6
Kansas,2016,12,3.6
Kansas,2017,1,4.1
Kansas,2017,2,4.1
Kansas,2017,3,3.8
Kansas,2017,4,3.5
Kansas,2017,5,3.6
Kansas,2017,6,3.8
Kansas,2017,7,4.2
Kansas,2017,8,4.0
Kansas,2017,9,3.3
Kansas,2017,10,3.1
Kansas,2017,11,3.1
Kansas,2017,12,3.1
Kansas,2018,1,3.6
Kansas,2018,2,3.8
Kansas,2018,3,3.6
Kansas,2018,4,3.1
Kansas,2018,5,3.1
Kansas,2018,6,3.6
Kansas,2018,7,3.8
Kansas,2018,8,3.5
Kansas,2018,9,2.9
Kansas,2018,10,3.0
Kansas,2018,11,2.7
Kansas,2018,12,3.0
Kansas,2019,1,3.7
Kansas,2019,2,3.5
Kansas,2019,3,3.4
Kansas,2019,4,2.8
Kansas,2019,5,3.0
Kansas,2019,6,3.3
Kansas,2019,7,3.8
Kansas,2019,8,3.4
Kansas,2019,9,2.8
Kansas,2019,10,2.9
Kansas,2019,11,2.7
Kansas,2019,12,2.7
Kansas,2020,1,3.2
Kansas,2020,2,3.2
Kansas,2020,3,3.6
Kansas,2020,4,11.8
Kansas,2020,5,9.3
Kansas,2020,6,7.5
Kansas,2020,7,7.3
Kansas,2020,8,5.9
Kansas,2020,9,5.3
Kansas,2020,10,4.6
Kansas,2020,11,4.2
Kansas,2020,12,4.1
Kansas,2021,1,4.3
Kansas,2021,2,4.0
Kansas,2021,3,3.7
Kansas,2021,4,3.4
Kansas,2021,5,3.4
Kansas,2021,6,4.1
Kansas,2021,7,4.1
Kansas,2021,8,3.6
Kansas,2021,9,2.9
Kansas,2021,10,2.8
Kansas,2021,11,2.2
Kansas,2021,12,2.0
Kansas,2022,1,2.8
Kansas,2022,2,2.8
Kansas,2022,3,2.7
Kansas,2022,4,2.3
Kansas,2022,5,2.5
Kansas,2022,6,2.9
Kansas,2022,7,3.3
Kansas,2022,8,3.2
Kansas,2022,9,2.6
Kansas,2022,10,2.8
Kansas,2022,11,2.5
Kansas,2022,12,2.4
Kansas,2023,1,3.0
Kansas,2023,2,3.2
Kansas,2023,3,3.0
Kansas,2023,4,2.6
Kansas,2023,5,2.8
Kansas,2023,6,3.0
Kansas,2023,7,3.2
Kansas,2023,8,3.2
Kansas,2023,9,2.8
Kansas,2023,10,3.0
Kansas,2023,11,2.3
Kansas,2023,12,2.4
Kansas,2024,1,3.1
Kansas,2024,2,3.6
Kansas,2024,3,3.4
Kansas,2024,4,3.1
Kansas,2024,5,3.4
Kansas,2024,6,3.9
Kansas,2024,7,4.4
Kansas,2024,8,4.1
Kansas,2024,9,3.4
Kansas,2024,10,3.7
Kansas,2024,11,3.5
Kansas,2024,12,3.3
Kansas,2025,1,3.9
Kansas,2025,2,4.1
Kansas,2025,3,3.8
Kansas,2025,4,3.6
Kansas,2025,5,3.7
Kansas,2025,6,4.1
Kansas,2025,7,4.4
Kansas,2025,8,4.3
Kansas,2025,9,3.6
Kansas,2025,10,3.45
Kansas,2025,11,3.3
Kansas,2025,12,3.4
Kentucky,2016,1,5.7
Kentucky,2016,2,5.7
Kentucky,2016,3,5.6
Kentucky,2016,4,4.7
Kentucky,2016,5,4.8
Kentucky,2016,6,5.4
Kentucky,2016,7,5.3
Kentucky,2016,8,4.8
Kentucky,2016,9,4.8
Kentucky,2016,10,4.7
Kentucky,2016,11,4.4
Kentucky,2016,12,4.7
Kentucky,2017,1,5.7
Kentucky,2017,2,5.7
Kentucky,2017,3,5.3
Kentucky,2017,4,4.6
Kentucky,2017,5,4.7
Kentucky,2017,6,5.3
Kentucky,2017,7,5.3
Kentucky,2017,8,4.6
Kentucky,2017,9,4.2
Kentucky,2017,10,4.0
Kentucky,2017,11,3.8
Kentucky,2017,12,3.9
Kentucky,2018,1,4.7
Kentucky,2018,2,4.8
Kentucky,2018,3,4.6
Kentucky,2018,4,3.9
Kentucky,2018,5,4.0
Kentucky,2018,6,4.7
Kentucky,2018,7,4.6
Kentucky,2018,8,3.9
Kentucky,2018,9,4.0
Kentucky,2018,10,3.8
Kentucky,2018,11,3.5
Kentucky,2018,12,3.8
Kentucky,2019,1,4.7
Kentucky,2019,2,4.7
Kentucky,2019,3,4.7
Kentucky,2019,4,3.8
Kentucky,2019,5,4.0
Kentucky,2019,6,4.6
Kentucky,2019,7,4.6
Kentucky,2019,8,3.9
Kentucky,2019,9,3.6
Kentucky,2019,10,3.6
Kentucky,2019,11,3.5
Kentucky,2019,12,3.6
Kentucky,2020,1,4.5
Kentucky,2020,2,4.4
Kentucky,2020,3,5.2
Kentucky,2020,4,16.1
Kentucky,2020,5,12.9
Kentucky,2020,6,5.8
Kentucky,2020,7,6.1
Kentucky,2020,8,4.9
Kentucky,2020,9,4.8
Kentucky,2020,10,4.2
Kentucky,2020,11,4.1
Kentucky,2020,12,4.6
Kentucky,2021,1,5.2
Kentucky,2021,2,5.1
Kentucky,2021,3,4.9
Kentucky,2021,4,4.2
Kentucky,2021,5,4.2
Kentucky,2021,6,5.4
Kentucky,2021,7,5.0
Kentucky,2021,8,4.2
Kentucky,2021,9,4.1
Kentucky,2021,10,3.9
Kentucky,2021,11,3.7
Kentucky,2021,12,3.6
Kentucky,2022,1,4.6
Kentucky,2022,2,4.4
Kentucky,2022,3,4.4
Kentucky,2022,4,3.5
Kentucky,2022,5,3.9
Kentucky,2022,6,4.5
Kentucky,2022,7,4.5
Kentucky,2022,8,4.0
Kentucky,2022,9,3.7
Kentucky,2022,10,3.8
Kentucky,2022,11,3.7
Kentucky,2022,12,3.6
Kentucky,2023,1,4.5
Kentucky,2023,2,4.7
Kentucky,2023,3,4.3
Kentucky,2023,4,3.6
Kentucky,2023,5,4.1
Kentucky,2023,6,4.7
Kentucky,2023,7,4.6
Kentucky,2023,8,4.3
Kentucky,2023,9,4.2
Kentucky,2023,10,4.1
Kentucky,2023,11,4.1
Kentucky,2023,12,4.2
Kentucky,2024,1,5.0
Kentucky,2024,2,5.4
Kentucky,2024,3,5.1
Kentucky,2024,4,4.4
Kentucky,2024,5,4.6
Kentucky,2024,6,5.4
Kentucky,2024,7,5.8
Kentucky,2024,8,5.3
Kentucky,2024,9,4.9
Kentucky,2024,10,5.0
Kentucky,2024,11,5.0
Kentucky,2024,12,5.0
Kentucky,2025,1,5.5
Kentucky,2025,2,5.5
Kentucky,2025,3,5.5
Kentucky,2025,4,4.4
Kentucky,2025,5,4.4
Kentucky,2025,6,4.9
Kentucky,2025,7,5.6
Kentucky,2025,8,4.4
Kentucky,2025,9,4.5
Kentucky,2025,10,4.45
Kentucky,2025,11,4.4
Kentucky,2025,12,3.5
Louisiana,2016,1,6.2
Louisiana,2016,2,5.8
Louisiana,2016,3,5.9
Louisiana,2016,4,5.7
Louisiana,2016,5,5.8
Louisiana,2016,6,6.9
Louisiana,2016,7,6.7
Louisiana,2016,8,6.4
Louisiana,2016,9,6.4
Louisiana,2016,10,5.8
Louisiana,2016,11,5.5
Louisiana,2016,12,5.4
Louisiana,2017,1,6.1
Louisiana,2017,2,5.5
Louisiana,2017,3,5.2
Louisiana,2017,4,5.1
Louisiana,2017,5,5.1
Louisiana,2017,6,5.7
Louisiana,2017,7,5.6
Louisiana,2017,8,5.4
Louisiana,2017,9,5.0
Louisiana,2017,10,4.4
Louisiana,2017,11,4.3
Louisiana,2017,12,4.2
Louisiana,2018,1,4.8
Louisiana,2018,2,4.5
Louisiana,2018,3,4.6
Louisiana,2018,4,4.5
Louisiana,2018,5,4.7
Louisiana,2018,6,6.0
Louisiana,2018,7,5.6
Louisiana,2018,8,5.2
Louisiana,2018,9,4.8
Louisiana,2018,10,4.6
Louisiana,2018,11,4.3
Louisiana,2018,12,4.4
Louisiana,2019,1,5.1
Louisiana,2019,2,4.3
Louisiana,2019,3,4.1
Louisiana,2019,4,3.8
Louisiana,2019,5,4.3
Louisiana,2019,6,5.4
Louisiana,2019,7,5.3
Louisiana,2019,8,5.0
Louisiana,2019,9,4.7
Louisiana,2019,10,4.7
Louisiana,2019,11,4.6
Louisiana,2019,12,4.4
Louisiana,2020,1,4.8
Louisiana,2020,2,4.0
Louisiana,2020,3,6.8
Louisiana,2020,4,13.0
Louisiana,2020,5,12.6
Louisiana,2020,6,11.7
Louisiana,2020,7,11.0
Louisiana,2020,8,9.0
Louisiana,2020,9,9.3
Louisiana,2020,10,7.9
Louisiana,2020,11,6.9
Louisiana,2020,12,6.9
Louisiana,2021,1,7.2
Louisiana,2021,2,6.6
Louisiana,2021,3,6.2
Louisiana,2021,4,6.2
Louisiana,2021,5,6.1
Louisiana,2021,6,7.0
Louisiana,2021,7,6.1
Louisiana,2021,8,5.3
Louisiana,2021,9,5.0
Louisiana,2021,10,4.3
