state,year,month,quarterly_income
Delaware,2018,2,51725.0
Delaware,2018,3,51725.0
Delaware,2018,4,52313.0
Delaware,2018,5,52313.0
Delaware,2018,6,52313.0
Delaware,2018,7,53075.0
Delaware,2018,8,53075.0
Delaware,2018,9,53075.0
Delaware,2018,10,53504.0
Delaware,2018,11,53504.0
Delaware,2018,12,53504.0
Delaware,2019,1,53520.0
Delaware,2019,2,53520.0
Delaware,2019,3,53520.0
Delaware,2019,4,53795.0
Delaware,2019,5,53795.0
Delaware,2019,6,53795.0
Delaware,2019,7,53917.0
Delaware,2019,8,53917.0
Delaware,2019,9,53917.0
Delaware,2019,10,53801.0
Delaware,2019,11,53801.0
Delaware,2019,12,53801.0
Delaware,2020,1,54196.0
Delaware,2020,2,54196.0
Delaware,2020,3,54196.0
Delaware,2020,4,57246.0
Delaware,2020,5,57246.0
Delaware,2020,6,57246.0
Delaware,2020,7,55632.0
Delaware,2020,8,55632.0
Delaware,2020,9,55632.0
Delaware,2020,10,54841.0
Delaware,2020,11,54841.0
Delaware,2020,12,54841.0
Delaware,2021,1,63109.0
Delaware,2021,2,63109.0
Delaware,2021,3,63109.0
Delaware,2021,4,58412.0
Delaware,2021,5,58412.0
Delaware,2021,6,58412.0
Delaware,2021,7,58340.0
Delaware,2021,8,58340.0
Delaware,2021,9,58340.0
Delaware,2021,10,59580.0
Delaware,2021,11,59580.0
Delaware,2021,12,59580.0
Delaware,2022,1,62217.0
Delaware,2022,2,62217.0
Delaware,2022,3,62217.0
Delaware,2022,4,63593.0
Delaware,2022,5,63593.0
Delaware,2022,6,63593.0
Delaware,2022,7,64852.0
Delaware,2022,8,64852.0
Delaware,2022,9,64852.0
Delaware,2022,10,65568.0
Delaware,2022,11,65568.0
Delaware,2022,12,65568.0
Delaware,2023,1,64080.0
Delaware,2023,2,64080.0
Delaware,2023,3,64080.0
Delaware,2023,4,64333.0
Delaware,2023,5,64333.0
Delaware,2023,6,64333.0
Delaware,2023,7,64744.0
Delaware,2023,8,64744.0
Delaware,2023,9,64744.0
Delaware,2023,10,65183.0
Delaware,2023,11,65183.0
Delaware,2023,12,65183.0
Delaware,2024,1,66897.0
Delaware,2024,2,66897.0
Delaware,2024,3,66897.0
Delaware,2024,4,67842.0
Delaware,2024,5,67842.0
Delaware,2024,6,67842.0
Delaware,2024,7,68443.0
Delaware,2024,8,68443.0
Delaware,2024,9,68443.0
Delaware,2024,10,69123.0
Delaware,2024,11,69123.0
Delaware,2024,12,69123.0
Delaware,2025,1,70420.0
Delaware,2025,2,70420.0
Delaware,2025,3,70420.0
Delaware,2025,4,71069.0
Delaware,2025,5,71069.0
Delaware,2025,6,71069.0
Delaware,2025,7,71359.0
Delaware,2025,8,71359.0
Delaware,2025,9,71359.0
Florida,2015,1,44489.0
Florida,2015,2,44489.0
Florida,2015,3,44489.0
Florida,2015,4,44900.0
Florida,2015,5,44900.0
Florida,2015,6,44900.0
Florida,2015,7,45068.0
Florida,2015,8,45068.0
Florida,2015,9,45068.0
Florida,2015,10,45277.0
Florida,2015,11,45277.0
Florida,2015,12,45277.0
Florida,2016,1,45186.0
Florida,2016,2,45186.0
Florida,2016,3,45186.0
Florida,2016,4,45430.0
Florida,2016,5,45430.0
Florida,2016,6,45430.0
Florida,2016,7,45928.0
Florida,2016,8,45928.0
Florida,2016,9,45928.0
Florida,2016,10,46389.0
Florida,2016,11,46389.0
Florida,2016,12,46389.0
Florida,2017,1,47397.0
Florida,2017,2,47397.0
Florida,2017,3,47397.0
Florida,2017,4,48243.0
Florida,2017,5,48243.0
Florida,2017,6,48243.0
Florida,2017,7,48775.0
Florida,2017,8,48775.0
Florida,2017,9,48775.0
Florida,2017,10,49399.0
Florida,2017,11,49399.0
Florida,2017,12,49399.0
Florida,2018,1,50086.0
Florida,2018,2,50086.0
Florida,2018,3,50086.0
Florida,2018,4,50560.0
Florida,2018,5,50560.0
Florida,2018,6,50560.0
Florida,2018,7,51364.0
Florida,2018,8,51364.0
Florida,2018,9,51364.0
Florida,2018,10,52049.0
Florida,2018,11,52049.0
Florida,2018,12,52049.0
Florida,2019,1,53095.0
Florida,2019,2,53095.0
Florida,2019,3,53095.0
Florida,2019,4,53504.0
Florida,2019,5,53504.0
Florida,2019,6,53504.0
Florida,2019,7,53735.0
Florida,2019,8,53735.0
Florida,2019,9,53735.0
Florida,2019,10,54246.0
Florida,2019,11,54246.0
Florida,2019,12,54246.0
Florida,2020,1,54881.0
Florida,2020,2,54881.0
Florida,2020,3,54881.0
Florida,2020,4,58199.0
Florida,2020,5,58199.0
Florida,2020,6,58199.0
Florida,2020,7,56786.0
Florida,2020,8,56786.0
Florida,2020,9,56786.0
Florida,2020,10,56459.0
Florida,2020,11,56459.0
Florida,2020,12,56459.0
Florida,2021,1,64570.0
Florida,2021,2,64570.0
Florida,2021,3,64570.0
Florida,2021,4,61260.0
Florida,2021,5,61260.0
Florida,2021,6,61260.0
Florida,2021,7,61575.0
Florida,2021,8,61575.0
Florida,2021,9,61575.0
Florida,2021,10,62639.0
Florida,2021,11,62639.0
Florida,2021,12,62639.0
Florida,2022,1,63178.0
Florida,2022,2,63178.0
Florida,2022,3,63178.0
Florida,2022,4,64698.0
Florida,2022,5,64698.0
Florida,2022,6,64698.0
Florida,2022,7,66344.0
Florida,2022,8,66344.0
Florida,2022,9,66344.0
Florida,2022,10,67475.0
Florida,2022,11,67475.0
Florida,2022,12,67475.0
Florida,2023,1,69032.0
Florida,2023,2,69032.0
Florida,2023,3,69032.0
Florida,2023,4,69857.0
Florida,2023,5,69857.0
Florida,2023,6,69857.0
Florida,2023,7,70248.0
Florida,2023,8,70248.0
Florida,2023,9,70248.0
Florida,2023,10,71124.0
Florida,2023,11,71124.0
Florida,2023,12,71124.0
Florida,2024,1,72249.0
Florida,2024,2,72249.0
Florida,2024,3,72249.0
Florida,2024,4,72744.0
Florida,2024,5,72744.0
Florida,2024,6,72744.0
Florida,2024,7,73304.0
Florida,2024,8,73304.0
Florida,2024,9,73304.0
Florida,2024,10,73963.0
Florida,2024,11,73963.0
Florida,2024,12,73963.0
Florida,2025,1,74919.0
Florida,2025,2,74919.0
Florida,2025,3,74919.0
Florida,2025,4,75327.0
Florida,2025,5,75327.0
Florida,2025,6,75327.0
Florida,2025,7,75646.0
Florida,2025,8,75646.0
Florida,2025,9,75646.0
Georgia,2015,1,41013.0
Georgia,2015,2,41013.0
Georgia,2015,3,41013.0
Georgia,2015,4,41420.0
Georgia,2015,5,41420.0
Georgia,2015,6,41420.0
Georgia,2015,7,41730.0
Georgia,2015,8,41730.0
Georgia,2015,9,41730.0
Georgia,2015,10,41893.0
Georgia,2015,11,41893.0
Georgia,2015,12,41893.0
Georgia,2016,1,42463.0
Georgia,2016,2,42463.0
Georgia,2016,3,42463.0
Georgia,2016,4,42467.0
Georgia,2016,5,42467.0
Georgia,2016,6,42467.0
Georgia,2016,7,42769.0
Georgia,2016,8,42769.0
Georgia,2016,9,42769.0
Georgia,2016,10,43278.0
Georgia,2016,11,43278.0
Georgia,2016,12,43278.0
Georgia,2017,1,44175.0
Georgia,2017,2,44175.0
Georgia,2017,3,44175.0
Georgia,2017,4,44569.0
Georgia,2017,5,44569.0
Georgia,2017,6,44569.0
Georgia,2017,7,44925.0
Georgia,2017,8,44925.0
Georgia,2017,9,44925.0
Georgia,2017,10,45659.0
Georgia,2017,11,45659.0
Georgia,2017,12,45659.0
Georgia,2018,1,45853.0
Georgia,2018,2,45853.0
Georgia,2018,3,45853.0
Georgia,2018,4,46325.0
Georgia,2018,5,46325.0
Georgia,2018,6,46325.0
Georgia,2018,7,47017.0
Georgia,2018,8,47017.0
Georgia,2018,9,47017.0
Georgia,2018,10,47261.0
Georgia,2018,11,47261.0
Georgia,2018,12,47261.0
Georgia,2019,1,48149.0
Georgia,2019,2,48149.0
Georgia,2019,3,48149.0
Georgia,2019,4,48455.0
Georgia,2019,5,48455.0
Georgia,2019,6,48455.0
Georgia,2019,7,48645.0
Georgia,2019,8,48645.0
Georgia,2019,9,48645.0
Georgia,2019,10,48881.0
Georgia,2019,11,48881.0
Georgia,2019,12,48881.0
Georgia,2020,1,49209.0
Georgia,2020,2,49209.0
Georgia,2020,3,49209.0
Georgia,2020,4,53558.0
Georgia,2020,5,53558.0
Georgia,2020,6,53558.0
Georgia,2020,7,52089.0
Georgia,2020,8,52089.0
Georgia,2020,9,52089.0
Georgia,2020,10,51159.0
Georgia,2020,11,51159.0
Georgia,2020,12,51159.0
Georgia,2021,1,58869.0
Georgia,2021,2,58869.0
Georgia,2021,3,58869.0
Georgia,2021,4,55046.0
Georgia,2021,5,55046.0
Georgia,2021,6,55046.0
Georgia,2021,7,55220.0
Georgia,2021,8,55220.0
Georgia,2021,9,55220.0
Georgia,2021,10,55724.0
Georgia,2021,11,55724.0
Georgia,2021,12,55724.0
Georgia,2022,1,56085.0
Georgia,2022,2,56085.0
Georgia,2022,3,56085.0
Georgia,2022,4,57127.0
Georgia,2022,5,57127.0
Georgia,2022,6,57127.0
Georgia,2022,7,57880.0
Georgia,2022,8,57880.0
Georgia,2022,9,57880.0
Georgia,2022,10,58500.0
Georgia,2022,11,58500.0
Georgia,2022,12,58500.0
Georgia,2023,1,58851.0
Georgia,2023,2,58851.0
Georgia,2023,3,58851.0
Georgia,2023,4,59792.0
Georgia,2023,5,59792.0
Georgia,2023,6,59792.0
Georgia,2023,7,60307.0
Georgia,2023,8,60307.0
Georgia,2023,9,60307.0
Georgia,2023,10,61092.0
Georgia,2023,11,61092.0
Georgia,2023,12,61092.0
Georgia,2024,1,62160.0
Georgia,2024,2,62160.0
Georgia,2024,3,62160.0
Georgia,2024,4,62742.0
Georgia,2024,5,62742.0
Georgia,2024,6,62742.0
Georgia,2024,7,63203.0
Georgia,2024,8,63203.0
Georgia,2024,9,63203.0
Georgia,2024,10,63981.0
Georgia,2024,11,63981.0
Georgia,2024,12,63981.0
Georgia,2025,1,64936.0
Georgia,2025,2,64936.0
Georgia,2025,3,64936.0
Georgia,2025,4,65671.0
Georgia,2025,5,65671.0
Georgia,2025,6,65671.0
Georgia,2025,7,66073.0
Georgia,2025,8,66073.0
Georgia,2025,9,66073.0
Hawaii,2015,1,46584.0
Hawaii,2015,2,46584.0
Hawaii,2015,3,46584.0
Hawaii,2015,4,47048.0
Hawaii,2015,5,47048.0
Hawaii,2015,6,47048.0
Hawaii,2015,7,47303.0
Hawaii,2015,8,47303.0
Hawaii,2015,9,47303.0
Hawaii,2015,10,47664.0
Hawaii,2015,11,47664.0
Hawaii,2015,12,47664.0
Hawaii,2016,1,48087.0
Hawaii,2016,2,48087.0
Hawaii,2016,3,48087.0
Hawaii,2016,4,48434.0
Hawaii,2016,5,48434.0
Hawaii,2016,6,48434.0
Hawaii,2016,7,48736.0
Hawaii,2016,8,48736.0
Hawaii,2016,9,48736.0
Hawaii,2016,10,49110.0
Hawaii,2016,11,49110.0
Hawaii,2016,12,49110.0
Hawaii,2017,1,50094.0
Hawaii,2017,2,50094.0
Hawaii,2017,3,50094.0
Hawaii,2017,4,50336.0
Hawaii,2017,5,50336.0
Hawaii,2017,6,50336.0
Hawaii,2017,7,50690.0
Hawaii,2017,8,50690.0
Hawaii,2017,9,50690.0
Hawaii,2017,10,50859.0
Hawaii,2017,11,50859.0
Hawaii,2017,12,50859.0
Hawaii,2018,1,51061.0
Hawaii,2018,2,51061.0
Hawaii,2018,3,51061.0
Hawaii,2018,4,51439.0
Hawaii,2018,5,51439.0
Hawaii,2018,6,51439.0
Hawaii,2018,7,51685.0
Hawaii,2018,8,51685.0
Hawaii,2018,9,51685.0
Hawaii,2018,10,52079.0
Hawaii,2018,11,52079.0
Hawaii,2018,12,52079.0
Hawaii,2019,1,53335.0
Hawaii,2019,2,53335.0
Hawaii,2019,3,53335.0
Hawaii,2019,4,53654.0
Hawaii,2019,5,53654.0
Hawaii,2019,6,53654.0
Hawaii,2019,7,54101.0
Hawaii,2019,8,54101.0
Hawaii,2019,9,54101.0
Hawaii,2019,10,54616.0
Hawaii,2019,11,54616.0
Hawaii,2019,12,54616.0
Hawaii,2020,1,55063.0
Hawaii,2020,2,55063.0
Hawaii,2020,3,55063.0
Hawaii,2020,4,59746.0
Hawaii,2020,5,59746.0
Hawaii,2020,6,59746.0
Hawaii,2020,7,56734.0
Hawaii,2020,8,56734.0
Hawaii,2020,9,56734.0
Hawaii,2020,10,56358.0
Hawaii,2020,11,56358.0
Hawaii,2020,12,56358.0
Hawaii,2021,1,64040.0
Hawaii,2021,2,64040.0
Hawaii,2021,3,64040.0
Hawaii,2021,4,60424.0
Hawaii,2021,5,60424.0
Hawaii,2021,6,60424.0
Hawaii,2021,7,60637.0
Hawaii,2021,8,60637.0
Hawaii,2021,9,60637.0
Hawaii,2021,10,59998.0
Hawaii,2021,11,59998.0
Hawaii,2021,12,59998.0
Hawaii,2022,1,61388.0
Hawaii,2022,2,61388.0
Hawaii,2022,3,61388.0
Hawaii,2022,4,62115.0
Hawaii,2022,5,62115.0
Hawaii,2022,6,62115.0
Hawaii,2022,7,63428.0
Hawaii,2022,8,63428.0
Hawaii,2022,9,63428.0
Hawaii,2022,10,65627.0
Hawaii,2022,11,65627.0
Hawaii,2022,12,65627.0
Hawaii,2023,1,65892.0
Hawaii,2023,2,65892.0
Hawaii,2023,3,65892.0
Hawaii,2023,4,67047.0
Hawaii,2023,5,67047.0
Hawaii,2023,6,67047.0
Hawaii,2023,7,67423.0
Hawaii,2023,8,67423.0
Hawaii,2023,9,67423.0
Hawaii,2023,10,68602.0
Hawaii,2023,11,68602.0
Hawaii,2023,12,68602.0
Hawaii,2024,1,69693.0
Hawaii,2024,2,69693.0
Hawaii,2024,3,69693.0
Hawaii,2024,4,70862.0
Hawaii,2024,5,70862.0
Hawaii,2024,6,70862.0
Hawaii,2024,7,71561.0
Hawaii,2024,8,71561.0
Hawaii,2024,9,71561.0
Hawaii,2024,10,72079.0
Hawaii,2024,11,72079.0
Hawaii,2024,12,72079.0
Hawaii,2025,1,73929.0
Hawaii,2025,2,73929.0
Hawaii,2025,3,73929.0
Hawaii,2025,4,74385.0
Hawaii,2025,5,74385.0
Hawaii,2025,6,74385.0
Hawaii,2025,7,74830.0
Hawaii,2025,8,74830.0
Hawaii,2025,9,74830.0
Idaho,2015,1,38555.0
Idaho,2015,2,38555.0
Idaho,2015,3,38555.0
Idaho,2015,4,38651.0
Idaho,2015,5,38651.0
Idaho,2015,6,38651.0
Idaho,2015,7,38984.0
Idaho,2015,8,38984.0
Idaho,2015,9,38984.0
Idaho,2015,10,38909.0
Idaho,2015,11,38909.0
Idaho,2015,12,38909.0
Idaho,2016,1,39294.0
Idaho,2016,2,39294.0
Idaho,2016,3,39294.0
Idaho,2016,4,39588.0
Idaho,2016,5,39588.0
Idaho,2016,6,39588.0
Idaho,2016,7,39822.0
Idaho,2016,8,39822.0
Idaho,2016,9,39822.0
Idaho,2016,10,39832.0
Idaho,2016,11,39832.0
Idaho,2016,12,39832.0
Idaho,2017,1,40465.0
Idaho,2017,2,40465.0
Idaho,2017,3,40465.0
Idaho,2017,4,41053.0
Idaho,2017,5,41053.0
Idaho,2017,6,41053.0
Idaho,2017,7,41363.0
Idaho,2017,8,41363.0
Idaho,2017,9,41363.0
Idaho,2017,10,41914.0
Idaho,2017,11,41914.0
Idaho,2017,12,41914.0
Idaho,2018,1,42652.0
Idaho,2018,2,42652.0
Idaho,2018,3,42652.0
Idaho,2018,4,43005.0
Idaho,2018,5,43005.0
Idaho,2018,6,43005.0
Idaho,2018,7,43330.0
Idaho,2018,8,43330.0
Idaho,2018,9,43330.0
Idaho,2018,10,43942.0
Idaho,2018,11,43942.0
Idaho,2018,12,43942.0
Idaho,2019,1,45204.0
Idaho,2019,2,45204.0
Idaho,2019,3,45204.0
Idaho,2019,4,45697.0
Idaho,2019,5,45697.0
Idaho,2019,6,45697.0
Idaho,2019,7,46117.0
Idaho,2019,8,46117.0
Idaho,2019,9,46117.0
Idaho,2019,10,46440.0
Idaho,2019,11,46440.0
Idaho,2019,12,46440.0
Idaho,2020,1,47492.0
Idaho,2020,2,47492.0
Idaho,2020,3,47492.0
Idaho,2020,4,50957.0
Idaho,2020,5,50957.0
Idaho,2020,6,50957.0
Idaho,2020,7,49548.0
Idaho,2020,8,49548.0
Idaho,2020,9,49548.0
Idaho,2020,10,50659.0
Idaho,2020,11,50659.0
Idaho,2020,12,50659.0
Idaho,2021,1,57994.0
Idaho,2021,2,57994.0
Idaho,2021,3,57994.0
Idaho,2021,4,54188.0
Idaho,2021,5,54188.0
Idaho,2021,6,54188.0
Idaho,2021,7,54590.0
Idaho,2021,8,54590.0
Idaho,2021,9,54590.0
Idaho,2021,10,55911.0
Idaho,2021,11,55911.0
Idaho,2021,12,55911.0
Idaho,2022,1,55965.0
Idaho,2022,2,55965.0
Idaho,2022,3,55965.0
Idaho,2022,4,56626.0
Idaho,2022,5,56626.0
Idaho,2022,6,56626.0
Idaho,2022,7,57509.0
Idaho,2022,8,57509.0
Idaho,2022,9,57509.0
Idaho,2022,10,58210.0
Idaho,2022,11,58210.0
Idaho,2022,12,58210.0
Idaho,2023,1,58713.0
Idaho,2023,2,58713.0
Idaho,2023,3,58713.0
Idaho,2023,4,58738.0
Idaho,2023,5,58738.0
Idaho,2023,6,58738.0
Idaho,2023,7,59310.0
Idaho,2023,8,59310.0
Idaho,2023,9,59310.0
Idaho,2023,10,59967.0
Idaho,2023,11,59967.0
Idaho,2023,12,59967.0
Idaho,2024,1,60964.0
Idaho,2024,2,60964.0
Idaho,2024,3,60964.0
Idaho,2024,4,62069.0
Idaho,2024,5,62069.0
Idaho,2024,6,62069.0
Idaho,2024,7,62717.0
Idaho,2024,8,62717.0
Idaho,2024,9,62717.0
Idaho,2024,10,63569.0
Idaho,2024,11,63569.0
Idaho,2024,12,63569.0
Idaho,2025,1,63952.0
Idaho,2025,2,63952.0
Idaho,2025,3,63952.0
Idaho,2025,4,64810.0
Idaho,2025,5,64810.0
Idaho,2025,6,64810.0
Idaho,2025,7,65041.0
Idaho,2025,8,65041.0
Idaho,2025,9,65041.0
Illinois,2015,1,50049.0
Illinois,2015,2,50049.0
Illinois,2015,3,50049.0
Illinois,2015,4,50534.0
Illinois,2015,5,50534.0
Illinois,2015,6,50534.0
Illinois,2015,7,50993.0
Illinois,2015,8,50993.0
Illinois,2015,9,50993.0
Illinois,2015,10,51171.0
Illinois,2015,11,51171.0
Illinois,2015,12,51171.0
Illinois,2016,1,51098.0
Illinois,2016,2,51098.0
Illinois,2016,3,51098.0
Illinois,2016,4,51133.0
Illinois,2016,5,51133.0
Illinois,2016,6,51133.0
Illinois,2016,7,51285.0
Illinois,2016,8,51285.0
Illinois,2016,9,51285.0
Illinois,2016,10,51850.0
Illinois,2016,11,51850.0
Illinois,2016,12,51850.0
Illinois,2017,1,52160.0
Illinois,2017,2,52160.0
Illinois,2017,3,52160.0
Illinois,2017,4,52737.0
Illinois,2017,5,52737.0
Illinois,2017,6,52737.0
Illinois,2017,7,53332.0
Illinois,2017,8,53332.0
Illinois,2017,9,53332.0
Illinois,2017,10,53989.0
Illinois,2017,11,53989.0
Illinois,2017,12,53989.0
Illinois,2018,1,55132.0
Illinois,2018,2,55132.0
Illinois,2018,3,55132.0
Illinois,2018,4,55880.0
Illinois,2018,5,55880.0
Illinois,2018,6,55880.0
Illinois,2018,7,56370.0
Illinois,2018,8,56370.0
Illinois,2018,9,56370.0
Illinois,2018,10,56903.0
Illinois,2018,11,56903.0
Illinois,2018,12,56903.0
Illinois,2019,1,57184.0
Illinois,2019,2,57184.0
Illinois,2019,3,57184.0
Illinois,2019,4,57427.0
Illinois,2019,5,57427.0
Illinois,2019,6,57427.0
Illinois,2019,7,57979.0
Illinois,2019,8,57979.0
Illinois,2019,9,57979.0
Illinois,2019,10,58328.0
Illinois,2019,11,58328.0
Illinois,2019,12,58328.0
Illinois,2020,1,58923.0
Illinois,2020,2,58923.0
Illinois,2020,3,58923.0
Illinois,2020,4,63139.0
Illinois,2020,5,63139.0
Illinois,2020,6,63139.0
Illinois,2020,7,62307.0
Illinois,2020,8,62307.0
Illinois,2020,9,62307.0
Illinois,2020,10,61978.0
Illinois,2020,11,61978.0
Illinois,2020,12,61978.0
Illinois,2021,1,69204.0
Illinois,2021,2,69204.0
Illinois,2021,3,69204.0
Illinois,2021,4,65807.0
Illinois,2021,5,65807.0
Illinois,2021,6,65807.0
Illinois,2021,7,66077.0
Illinois,2021,8,66077.0
Illinois,2021,9,66077.0
Illinois,2021,10,66333.0
Illinois,2021,11,66333.0
Illinois,2021,12,66333.0
Illinois,2022,1,66621.0
Illinois,2022,2,66621.0
Illinois,2022,3,66621.0
Illinois,2022,4,67280.0
Illinois,2022,5,67280.0
Illinois,2022,6,67280.0
Illinois,2022,7,68517.0
Illinois,2022,8,68517.0
Illinois,2022,9,68517.0
Illinois,2022,10,69498.0
Illinois,2022,11,69498.0
Illinois,2022,12,69498.0
Illinois,2023,1,70397.0
Illinois,2023,2,70397.0
Illinois,2023,3,70397.0
Illinois,2023,4,71513.0
Illinois,2023,5,71513.0
Illinois,2023,6,71513.0
Illinois,2023,7,72072.0
Illinois,2023,8,72072.0
Illinois,2023,9,72072.0
Illinois,2023,10,72905.0
Illinois,2023,11,72905.0
Illinois,2023,12,72905.0
Illinois,2024,1,73748.0
Illinois,2024,2,73748.0
Illinois,2024,3,73748.0
Illinois,2024,4,74318.0
Illinois,2024,5,74318.0
Illinois,2024,6,74318.0
Illinois,2024,7,74657.0
Illinois,2024,8,74657.0
Illinois,2024,9,74657.0
Illinois,2024,10,75499.0
Illinois,2024,11,75499.0
Illinois,2024,12,75499.0
Illinois,2025,1,76399.0
Illinois,2025,2,76399.0
Illinois,2025,3,76399.0
Illinois,2025,4,77587.0
Illinois,2025,5,77587.0
Illinois,2025,6,77587.0
Illinois,2025,7,78047.0
Illinois,2025,8,78047.0
Illinois,2025,9,78047.0
Indiana,2015,1,41733.0
Indiana,2015,2,41733.0
Indiana,2015,3,41733.0
Indiana,2015,4,42090.0
Indiana,2015,5,42090.0
Indiana,2015,6,42090.0
Indiana,2015,7,42204.0
Indiana,2015,8,42204.0
Indiana,2015,9,42204.0
Indiana,2015,10,42501.0
Indiana,2015,11,42501.0
Indiana,2015,12,42501.0
Indiana,2016,1,42660.0
Indiana,2016,2,42660.0
Indiana,2016,3,42660.0
Indiana,2016,4,42965.0
Indiana,2016,5,42965.0
Indiana,2016,6,42965.0
Indiana,2016,7,43310.0
Indiana,2016,8,43310.0
Indiana,2016,9,43310.0
Indiana,2016,10,43622.0
Indiana,2016,11,43622.0
Indiana,2016,12,43622.0
Indiana,2017,1,43977.0
Indiana,2017,2,43977.0
Indiana,2017,3,43977.0
Indiana,2017,4,44375.0
Indiana,2017,5,44375.0
Indiana,2017,6,44375.0
Indiana,2017,7,44674.0
Indiana,2017,8,44674.0
Indiana,2017,9,44674.0
Indiana,2017,10,45180.0
Indiana,2017,11,45180.0
Indiana,2017,12,45180.0
Indiana,2018,1,46049.0
Indiana,2018,2,46049.0
Indiana,2018,3,46049.0
Indiana,2018,4,46288.0
Indiana,2018,5,46288.0
Indiana,2018,6,46288.0
Indiana,2018,7,46688.0
Indiana,2018,8,46688.0
Indiana,2018,9,46688.0
Indiana,2018,10,47188.0
Indiana,2018,11,47188.0
Indiana,2018,12,47188.0
Indiana,2019,1,47809.0
Indiana,2019,2,47809.0
Indiana,2019,3,47809.0
Indiana,2019,4,48086.0
Indiana,2019,5,48086.0
Indiana,2019,6,48086.0
Indiana,2019,7,48440.0
Indiana,2019,8,48440.0
Indiana,2019,9,48440.0
Indiana,2019,10,48727.0
Indiana,2019,11,48727.0
Indiana,2019,12,48727.0
Indiana,2020,1,49543.0
Indiana,2020,2,49543.0
Indiana,2020,3,49543.0
Indiana,2020,4,53126.0
Indiana,2020,5,53126.0
Indiana,2020,6,53126.0
Indiana,2020,7,52018.0
Indiana,2020,8,52018.0
Indiana,2020,9,52018.0
Indiana,2020,10,52368.0
Indiana,2020,11,52368.0
Indiana,2020,12,52368.0
Indiana,2021,1,59886.0
Indiana,2021,2,59886.0
Indiana,2021,3,59886.0
Indiana,2021,4,56043.0
Indiana,2021,5,56043.0
Indiana,2021,6,56043.0
Indiana,2021,7,56446.0
Indiana,2021,8,56446.0
Indiana,2021,9,56446.0
Indiana,2021,10,57131.0
Indiana,2021,11,57131.0
Indiana,2021,12,57131.0
Indiana,2022,1,57880.0
Indiana,2022,2,57880.0
Indiana,2022,3,57880.0
Indiana,2022,4,58182.0
Indiana,2022,5,58182.0
Indiana,2022,6,58182.0
Indiana,2022,7,58763.0
Indiana,2022,8,58763.0
Indiana,2022,9,58763.0
Indiana,2022,10,59832.0
Indiana,2022,11,59832.0
Indiana,2022,12,59832.0
Indiana,2023,1,60509.0
Indiana,2023,2,60509.0
Indiana,2023,3,60509.0
Indiana,2023,4,61171.0
Indiana,2023,5,61171.0
Indiana,2023,6,61171.0
Indiana,2023,7,61609.0
Indiana,2023,8,61609.0
Indiana,2023,9,61609.0
Indiana,2023,10,62203.0
Indiana,2023,11,62203.0
Indiana,2023,12,62203.0
Indiana,2024,1,63443.0
Indiana,2024,2,63443.0
Indiana,2024,3,63443.0
Indiana,2024,4,64152.0
Indiana,2024,5,64152.0
Indiana,2024,6,64152.0
Indiana,2024,7,64098.0
Indiana,2024,8,64098.0
Indiana,2024,9,64098.0
Indiana,2024,10,64669.0
Indiana,2024,11,64669.0
Indiana,2024,12,64669.0
Indiana,2025,1,65983.0
Indiana,2025,2,65983.0
Indiana,2025,3,65983.0
Indiana,2025,4,66447.0
Indiana,2025,5,66447.0
Indiana,2025,6,66447.0
Indiana,2025,7,66952.0
Indiana,2025,8,66952.0
Indiana,2025,9,66952.0
Iowa,2015,1,45186.0
Iowa,2015,2,45186.0
Iowa,2015,3,45186.0
Iowa,2015,4,45210.0
Iowa,2015,5,45210.0
Iowa,2015,6,45210.0
Iowa,2015,7,45629.0
Iowa,2015,8,45629.0
Iowa,2015,9,45629.0
Iowa,2015,10,45729.0
Iowa,2015,11,45729.0
Iowa,2015,12,45729.0
Iowa,2016,1,45536.0
Iowa,2016,2,45536.0
Iowa,2016,3,45536.0
Iowa,2016,4,45514.0
Iowa,2016,5,45514.0
Iowa,2016,6,45514.0
Iowa,2016,7,45826.0
Iowa,2016,8,45826.0
Iowa,2016,9,45826.0
Iowa,2016,10,45778.0
Iowa,2016,11,45778.0
Iowa,2016,12,45778.0
Iowa,2017,1,46503.0
Iowa,2017,2,46503.0
Iowa,2017,3,46503.0
Iowa,2017,4,46642.0
Iowa,2017,5,46642.0
Iowa,2017,6,46642.0
Iowa,2017,7,46622.0
Iowa,2017,8,46622.0
Iowa,2017,9,46622.0
Iowa,2017,10,47306.0
Iowa,2017,11,47306.0
Iowa,2017,12,47306.0
Iowa,2018,1,47973.0
Iowa,2018,2,47973.0
Iowa,2018,3,47973.0
Iowa,2018,4,48452.0
Iowa,2018,5,48452.0
Iowa,2018,6,48452.0
Iowa,2018,7,48803.0
Iowa,2018,8,48803.0
Iowa,2018,9,48803.0
Iowa,2018,10,49815.0
Iowa,2018,11,49815.0
Iowa,2018,12,49815.0
Iowa,2019,1,49297.0
Iowa,2019,2,49297.0
Iowa,2019,3,49297.0
Iowa,2019,4,49129.0
Iowa,2019,5,49129.0
Iowa,2019,6,49129.0
Iowa,2019,7,50030.0
Iowa,2019,8,50030.0
Iowa,2019,9,50030.0
Iowa,2019,10,50237.0
Iowa,2019,11,50237.0
Iowa,2019,12,50237.0
Iowa,2020,1,50107.0
Iowa,2020,2,50107.0
Iowa,2020,3,50107.0
Iowa,2020,4,54964.0
Iowa,2020,5,54964.0
Iowa,2020,6,54964.0
