state,year,month,GDP_billions
Florida,2018,4,1043.77
Florida,2018,5,1043.77
Florida,2018,6,1043.77
Florida,2018,7,1056.12
Florida,2018,8,1056.12
Florida,2018,9,1056.12
Florida,2018,10,1058.42
Florida,2018,11,1058.42
Florida,2018,12,1058.42
Florida,2019,1,1071.66
Florida,2019,2,1071.66
Florida,2019,3,1071.66
Florida,2019,4,1077.27
Florida,2019,5,1077.27
Florida,2019,6,1077.27
Florida,2019,7,1089.8
Florida,2019,8,1089.8
Florida,2019,9,1089.8
Florida,2019,10,1100.92
Florida,2019,11,1100.92
Florida,2019,12,1100.92
Florida,2020,1,1089.62
Florida,2020,2,1089.62
Florida,2020,3,1089.62
Florida,2020,4,1007.7
Florida,2020,5,1007.7
Florida,2020,6,1007.7
Florida,2020,7,1091.97
Florida,2020,8,1091.97
Florida,2020,9,1091.97
Florida,2020,10,1100.64
Florida,2020,11,1100.64
Florida,2020,12,1100.64
Florida,2021,1,1124.9
Florida,2021,2,1124.9
Florida,2021,3,1124.9
Florida,2021,4,1163.58
Florida,2021,5,1163.58
Florida,2021,6,1163.58
Florida,2021,7,1184.95
Florida,2021,8,1184.95
Florida,2021,9,1184.95
Florida,2021,10,1217.19
Florida,2021,11,1217.19
Florida,2021,12,1217.19
Florida,2022,1,1217.08
Florida,2022,2,1217.08
Florida,2022,3,1217.08
Florida,2022,4,1235.64
Florida,2022,5,1235.64
Florida,2022,6,1235.64
Florida,2022,7,1257.47
Florida,2022,8,1257.47
Florida,2022,9,1257.47
Florida,2022,10,1273.52
Florida,2022,11,1273.52
Florida,2022,12,1273.52
Florida,2023,1,1293.89
Florida,2023,2,1293.89
Florida,2023,3,1293.89
Florida,2023,4,1299.05
Florida,2023,5,1299.05
Florida,2023,6,1299.05
Florida,2023,7,1313.05
Florida,2023,8,1313.05
Florida,2023,9,1313.05
Florida,2023,10,1331.57
Florida,2023,11,1331.57
Florida,2023,12,1331.57
Florida,2024,1,1336.38
Florida,2024,2,1336.38
Florida,2024,3,1336.38
Florida,2024,4,1342.76
Florida,2024,5,1342.76
Florida,2024,6,1342.76
Florida,2024,7,1360.52
Florida,2024,8,1360.52
Florida,2024,9,1360.52
Florida,2024,10,1369.44
Florida,2024,11,1369.44
Florida,2024,12,1369.44
Georgia,2015,1,532.56
Georgia,2015,2,532.56
Georgia,2015,3,532.56
Georgia,2015,4,539.7
Georgia,2015,5,539.7
Georgia,2015,6,539.7
Georgia,2015,7,542.77
Georgia,2015,8,542.77
Georgia,2015,9,542.77
Georgia,2015,10,545.4
Georgia,2015,11,545.4
Georgia,2015,12,545.4
Georgia,2016,1,556.3
Georgia,2016,2,556.3
Georgia,2016,3,556.3
Georgia,2016,4,558.76
Georgia,2016,5,558.76
Georgia,2016,6,558.76
Georgia,2016,7,563.19
Georgia,2016,8,563.19
Georgia,2016,9,563.19
Georgia,2016,10,568.62
Georgia,2016,11,568.62
Georgia,2016,12,568.62
Georgia,2017,1,576.51
Georgia,2017,2,576.51
Georgia,2017,3,576.51
Georgia,2017,4,578.99
Georgia,2017,5,578.99
Georgia,2017,6,578.99
Georgia,2017,7,584.3
Georgia,2017,8,584.3
Georgia,2017,9,584.3
Georgia,2017,10,594.37
Georgia,2017,11,594.37
Georgia,2017,12,594.37
Georgia,2018,1,592.86
Georgia,2018,2,592.86
Georgia,2018,3,592.86
Georgia,2018,4,597.85
Georgia,2018,5,597.85
Georgia,2018,6,597.85
Georgia,2018,7,605.17
Georgia,2018,8,605.17
Georgia,2018,9,605.17
Georgia,2018,10,607.86
Georgia,2018,11,607.86
Georgia,2018,12,607.86
Georgia,2019,1,611.82
Georgia,2019,2,611.82
Georgia,2019,3,611.82
Georgia,2019,4,617.86
Georgia,2019,5,617.86
Georgia,2019,6,617.86
Georgia,2019,7,625.23
Georgia,2019,8,625.23
Georgia,2019,9,625.23
Georgia,2019,10,628.08
Georgia,2019,11,628.08
Georgia,2019,12,628.08
Georgia,2020,1,616.26
Georgia,2020,2,616.26
Georgia,2020,3,616.26
Georgia,2020,4,567.93
Georgia,2020,5,567.93
Georgia,2020,6,567.93
Georgia,2020,7,611.62
Georgia,2020,8,611.62
Georgia,2020,9,611.62
Georgia,2020,10,617.01
Georgia,2020,11,617.01
Georgia,2020,12,617.01
Georgia,2021,1,628.85
Georgia,2021,2,628.85
Georgia,2021,3,628.85
Georgia,2021,4,638.56
Georgia,2021,5,638.56
Georgia,2021,6,638.56
Georgia,2021,7,647.2
Georgia,2021,8,647.2
Georgia,2021,9,647.2
Georgia,2021,10,660.38
Georgia,2021,11,660.38
Georgia,2021,12,660.38
Georgia,2022,1,659.21
Georgia,2022,2,659.21
Georgia,2022,3,659.21
Georgia,2022,4,669.91
Georgia,2022,5,669.91
Georgia,2022,6,669.91
Georgia,2022,7,672.37
Georgia,2022,8,672.37
Georgia,2022,9,672.37
Georgia,2022,10,678.94
Georgia,2022,11,678.94
Georgia,2022,12,678.94
Georgia,2023,1,671.96
Georgia,2023,2,671.96
Georgia,2023,3,671.96
Georgia,2023,4,676.49
Georgia,2023,5,676.49
Georgia,2023,6,676.49
Georgia,2023,7,682.13
Georgia,2023,8,682.13
Georgia,2023,9,682.13
Georgia,2023,10,687.2
Georgia,2023,11,687.2
Georgia,2023,12,687.2
Georgia,2024,1,690.28
Georgia,2024,2,690.28
Georgia,2024,3,690.28
Georgia,2024,4,695.6
Georgia,2024,5,695.6
Georgia,2024,6,695.6
Georgia,2024,7,699.95
Georgia,2024,8,699.95
Georgia,2024,9,699.95
Georgia,2024,10,703.97
Georgia,2024,11,703.97
Georgia,2024,12,703.97
Hawaii,2015,1,83.0
Hawaii,2015,2,83.0
Hawaii,2015,3,83.0
Hawaii,2015,4,83.77
Hawaii,2015,5,83.77
Hawaii,2015,6,83.77
Hawaii,2015,7,84.13
Hawaii,2015,8,84.13
Hawaii,2015,9,84.13
Hawaii,2015,10,84.52
Hawaii,2015,11,84.52
Hawaii,2015,12,84.52
Hawaii,2016,1,85.07
Hawaii,2016,2,85.07
Hawaii,2016,3,85.07
Hawaii,2016,4,85.53
Hawaii,2016,5,85.53
Hawaii,2016,6,85.53
Hawaii,2016,7,85.84
Hawaii,2016,8,85.84
Hawaii,2016,9,85.84
Hawaii,2016,10,86.25
Hawaii,2016,11,86.25
Hawaii,2016,12,86.25
Hawaii,2017,1,86.95
Hawaii,2017,2,86.95
Hawaii,2017,3,86.95
Hawaii,2017,4,87.17
Hawaii,2017,5,87.17
Hawaii,2017,6,87.17
Hawaii,2017,7,87.68
Hawaii,2017,8,87.68
Hawaii,2017,9,87.68
Hawaii,2017,10,87.95
Hawaii,2017,11,87.95
Hawaii,2017,12,87.95
Hawaii,2018,1,88.32
Hawaii,2018,2,88.32
Hawaii,2018,3,88.32
Hawaii,2018,4,89.23
Hawaii,2018,5,89.23
Hawaii,2018,6,89.23
Hawaii,2018,7,88.9
Hawaii,2018,8,88.9
Hawaii,2018,9,88.9
Hawaii,2018,10,88.89
Hawaii,2018,11,88.89
Hawaii,2018,12,88.89
Hawaii,2019,1,88.67
Hawaii,2019,2,88.67
Hawaii,2019,3,88.67
Hawaii,2019,4,88.37
Hawaii,2019,5,88.37
Hawaii,2019,6,88.37
Hawaii,2019,7,89.02
Hawaii,2019,8,89.02
Hawaii,2019,9,89.02
Hawaii,2019,10,89.36
Hawaii,2019,11,89.36
Hawaii,2019,12,89.36
Hawaii,2020,1,86.83
Hawaii,2020,2,86.83
Hawaii,2020,3,86.83
Hawaii,2020,4,74.93
Hawaii,2020,5,74.93
Hawaii,2020,6,74.93
Hawaii,2020,7,77.39
Hawaii,2020,8,77.39
Hawaii,2020,9,77.39
Hawaii,2020,10,79.64
Hawaii,2020,11,79.64
Hawaii,2020,12,79.64
Hawaii,2021,1,81.21
Hawaii,2021,2,81.21
Hawaii,2021,3,81.21
Hawaii,2021,4,84.5
Hawaii,2021,5,84.5
Hawaii,2021,6,84.5
Hawaii,2021,7,86.54
Hawaii,2021,8,86.54
Hawaii,2021,9,86.54
Hawaii,2021,10,85.89
Hawaii,2021,11,85.89
Hawaii,2021,12,85.89
Hawaii,2022,1,86.67
Hawaii,2022,2,86.67
Hawaii,2022,3,86.67
Hawaii,2022,4,86.88
Hawaii,2022,5,86.88
Hawaii,2022,6,86.88
Hawaii,2022,7,87.72
Hawaii,2022,8,87.72
Hawaii,2022,9,87.72
Hawaii,2022,10,88.69
Hawaii,2022,11,88.69
Hawaii,2022,12,88.69
Hawaii,2023,1,88.75
Hawaii,2023,2,88.75
Hawaii,2023,3,88.75
Hawaii,2023,4,89.45
Hawaii,2023,5,89.45
Hawaii,2023,6,89.45
Hawaii,2023,7,89.53
Hawaii,2023,8,89.53
Hawaii,2023,9,89.53
Hawaii,2023,10,90.84
Hawaii,2023,11,90.84
Hawaii,2023,12,90.84
Hawaii,2024,1,90.66
Hawaii,2024,2,90.66
Hawaii,2024,3,90.66
Hawaii,2024,4,91.54
Hawaii,2024,5,91.54
Hawaii,2024,6,91.54
Hawaii,2024,7,92.5
Hawaii,2024,8,92.5
Hawaii,2024,9,92.5
Hawaii,2024,10,92.82
Hawaii,2024,11,92.82
Hawaii,2024,12,92.82
Illinois,2015,1,820.33
Illinois,2015,2,820.33
Illinois,2015,3,820.33
Illinois,2015,4,824.66
Illinois,2015,5,824.66
Illinois,2015,6,824.66
Illinois,2015,7,830.02
Illinois,2015,8,830.02
Illinois,2015,9,830.02
Illinois,2015,10,826.7
Illinois,2015,11,826.7
Illinois,2015,12,826.7
Illinois,2016,1,824.19
Illinois,2016,2,824.19
Illinois,2016,3,824.19
Illinois,2016,4,825.44
Illinois,2016,5,825.44
Illinois,2016,6,825.44
Illinois,2016,7,824.05
Illinois,2016,8,824.05
Illinois,2016,9,824.05
Illinois,2016,10,831.94
Illinois,2016,11,831.94
Illinois,2016,12,831.94
Illinois,2017,1,827.24
Illinois,2017,2,827.24
Illinois,2017,3,827.24
Illinois,2017,4,831.23
Illinois,2017,5,831.23
Illinois,2017,6,831.23
Illinois,2017,7,834.91
Illinois,2017,8,834.91
Illinois,2017,9,834.91
Illinois,2017,10,837.92
Illinois,2017,11,837.92
Illinois,2017,12,837.92
Illinois,2018,1,846.64
Illinois,2018,2,846.64
Illinois,2018,3,846.64
Illinois,2018,4,848.07
Illinois,2018,5,848.07
Illinois,2018,6,848.07
Illinois,2018,7,853.89
Illinois,2018,8,853.89
Illinois,2018,9,853.89
Illinois,2018,10,857.47
Illinois,2018,11,857.47
Illinois,2018,12,857.47
Illinois,2019,1,853.07
Illinois,2019,2,853.07
Illinois,2019,3,853.07
Illinois,2019,4,856.59
Illinois,2019,5,856.59
Illinois,2019,6,856.59
Illinois,2019,7,864.43
Illinois,2019,8,864.43
Illinois,2019,9,864.43
Illinois,2019,10,857.98
Illinois,2019,11,857.98
Illinois,2019,12,857.98
Illinois,2020,1,834.58
Illinois,2020,2,834.58
Illinois,2020,3,834.58
Illinois,2020,4,765.17
Illinois,2020,5,765.17
Illinois,2020,6,765.17
Illinois,2020,7,818.87
Illinois,2020,8,818.87
Illinois,2020,9,818.87
Illinois,2020,10,824.15
Illinois,2020,11,824.15
Illinois,2020,12,824.15
Illinois,2021,1,842.83
Illinois,2021,2,842.83
Illinois,2021,3,842.83
Illinois,2021,4,856.25
Illinois,2021,5,856.25
Illinois,2021,6,856.25
Illinois,2021,7,859.36
Illinois,2021,8,859.36
Illinois,2021,9,859.36
Illinois,2021,10,870.02
Illinois,2021,11,870.02
Illinois,2021,12,870.02
Illinois,2022,1,874.31
Illinois,2022,2,874.31
Illinois,2022,3,874.31
Illinois,2022,4,869.98
Illinois,2022,5,869.98
Illinois,2022,6,869.98
Illinois,2022,7,870.44
Illinois,2022,8,870.44
Illinois,2022,9,870.44
Illinois,2022,10,876.89
Illinois,2022,11,876.89
Illinois,2022,12,876.89
Illinois,2023,1,878.1
Illinois,2023,2,878.1
Illinois,2023,3,878.1
Illinois,2023,4,881.31
Illinois,2023,5,881.31
Illinois,2023,6,881.31
Illinois,2023,7,886.97
Illinois,2023,8,886.97
Illinois,2023,9,886.97
Illinois,2023,10,893.48
Illinois,2023,11,893.48
Illinois,2023,12,893.48
Illinois,2024,1,892.83
Illinois,2024,2,892.83
Illinois,2024,3,892.83
Illinois,2024,4,898.83
Illinois,2024,5,898.83
Illinois,2024,6,898.83
Illinois,2024,7,902.06
Illinois,2024,8,902.06
Illinois,2024,9,902.06
Illinois,2024,10,902.79
Illinois,2024,11,902.79
Illinois,2024,12,902.79
Indiana,2015,1,341.04
Indiana,2015,2,341.04
Indiana,2015,3,341.04
Indiana,2015,4,342.02
Indiana,2015,5,342.02
Indiana,2015,6,342.02
Indiana,2015,7,340.36
Indiana,2015,8,340.36
Indiana,2015,9,340.36
Indiana,2015,10,341.41
Indiana,2015,11,341.41
Indiana,2015,12,341.41
Indiana,2016,1,343.03
Indiana,2016,2,343.03
Indiana,2016,3,343.03
Indiana,2016,4,346.48
Indiana,2016,5,346.48
Indiana,2016,6,346.48
Indiana,2016,7,350.85
Indiana,2016,8,350.85
Indiana,2016,9,350.85
Indiana,2016,10,353.39
Indiana,2016,11,353.39
Indiana,2016,12,353.39
Indiana,2017,1,354.23
Indiana,2017,2,354.23
Indiana,2017,3,354.23
Indiana,2017,4,356.33
Indiana,2017,5,356.33
Indiana,2017,6,356.33
Indiana,2017,7,357.51
Indiana,2017,8,357.51
Indiana,2017,9,357.51
Indiana,2017,10,362.08
Indiana,2017,11,362.08
Indiana,2017,12,362.08
Indiana,2018,1,367.62
Indiana,2018,2,367.62
Indiana,2018,3,367.62
Indiana,2018,4,367.65
Indiana,2018,5,367.65
Indiana,2018,6,367.65
Indiana,2018,7,369.4
Indiana,2018,8,369.4
Indiana,2018,9,369.4
Indiana,2018,10,370.39
Indiana,2018,11,370.39
Indiana,2018,12,370.39
Indiana,2019,1,366.33
Indiana,2019,2,366.33
Indiana,2019,3,366.33
Indiana,2019,4,369.15
Indiana,2019,5,369.15
Indiana,2019,6,369.15
Indiana,2019,7,372.58
Indiana,2019,8,372.58
Indiana,2019,9,372.58
Indiana,2019,10,373.97
Indiana,2019,11,373.97
Indiana,2019,12,373.97
Indiana,2020,1,367.36
Indiana,2020,2,367.36
Indiana,2020,3,367.36
Indiana,2020,4,332.44
Indiana,2020,5,332.44
Indiana,2020,6,332.44
Indiana,2020,7,367.89
Indiana,2020,8,367.89
Indiana,2020,9,367.89
Indiana,2020,10,372.16
Indiana,2020,11,372.16
Indiana,2020,12,372.16
Indiana,2021,1,378.74
Indiana,2021,2,378.74
Indiana,2021,3,378.74
Indiana,2021,4,386.05
Indiana,2021,5,386.05
Indiana,2021,6,386.05
Indiana,2021,7,387.49
Indiana,2021,8,387.49
Indiana,2021,9,387.49
Indiana,2021,10,395.21
Indiana,2021,11,395.21
Indiana,2021,12,395.21
Indiana,2022,1,392.08
Indiana,2022,2,392.08
Indiana,2022,3,392.08
Indiana,2022,4,393.73
Indiana,2022,5,393.73
Indiana,2022,6,393.73
Indiana,2022,7,394.39
Indiana,2022,8,394.39
Indiana,2022,9,394.39
Indiana,2022,10,393.72
Indiana,2022,11,393.72
Indiana,2022,12,393.72
Indiana,2023,1,394.81
Indiana,2023,2,394.81
Indiana,2023,3,394.81
Indiana,2023,4,396.84
Indiana,2023,5,396.84
Indiana,2023,6,396.84
Indiana,2023,7,402.93
Indiana,2023,8,402.93
Indiana,2023,9,402.93
Indiana,2023,10,406.9
Indiana,2023,11,406.9
Indiana,2023,12,406.9
Indiana,2024,1,409.58
Indiana,2024,2,409.58
Indiana,2024,3,409.58
Indiana,2024,4,410.04
Indiana,2024,5,410.04
Indiana,2024,6,410.04
Indiana,2024,7,413.33
Indiana,2024,8,413.33
Indiana,2024,9,413.33
Indiana,2024,10,415.05
Indiana,2024,11,415.05
Indiana,2024,12,415.05
Iowa,2015,1,184.78
Iowa,2015,2,184.78
Iowa,2015,3,184.78
Iowa,2015,4,185.12
Iowa,2015,5,185.12
Iowa,2015,6,185.12
Iowa,2015,7,186.54
Iowa,2015,8,186.54
Iowa,2015,9,186.54
Iowa,2015,10,187.51
Iowa,2015,11,187.51
Iowa,2015,12,187.51
Iowa,2016,1,186.31
Iowa,2016,2,186.31
Iowa,2016,3,186.31
Iowa,2016,4,185.55
Iowa,2016,5,185.55
Iowa,2016,6,185.55
Iowa,2016,7,188.04
Iowa,2016,8,188.04
Iowa,2016,9,188.04
Iowa,2016,10,187.02
Iowa,2016,11,187.02
Iowa,2016,12,187.02
Iowa,2017,1,188.41
Iowa,2017,2,188.41
Iowa,2017,3,188.41
Iowa,2017,4,187.16
Iowa,2017,5,187.16
Iowa,2017,6,187.16
Iowa,2017,7,185.21
Iowa,2017,8,185.21
Iowa,2017,9,185.21
Iowa,2017,10,187.72
Iowa,2017,11,187.72
Iowa,2017,12,187.72
Iowa,2018,1,190.7
Iowa,2018,2,190.7
Iowa,2018,3,190.7
Iowa,2018,4,190.54
Iowa,2018,5,190.54
Iowa,2018,6,190.54
Iowa,2018,7,189.17
Iowa,2018,8,189.17
Iowa,2018,9,189.17
Iowa,2018,10,186.57
Iowa,2018,11,186.57
Iowa,2018,12,186.57
Iowa,2019,1,187.51
Iowa,2019,2,187.51
Iowa,2019,3,187.51
Iowa,2019,4,187.35
Iowa,2019,5,187.35
Iowa,2019,6,187.35
Iowa,2019,7,189.29
Iowa,2019,8,189.29
Iowa,2019,9,189.29
Iowa,2019,10,189.75
Iowa,2019,11,189.75
Iowa,2019,12,189.75
Iowa,2020,1,187.01
Iowa,2020,2,187.01
Iowa,2020,3,187.01
Iowa,2020,4,178.25
Iowa,2020,5,178.25
Iowa,2020,6,178.25
Iowa,2020,7,190.39
Iowa,2020,8,190.39
Iowa,2020,9,190.39
Iowa,2020,10,193.4
Iowa,2020,11,193.4
Iowa,2020,12,193.4
Iowa,2021,1,200.7
Iowa,2021,2,200.7
Iowa,2021,3,200.7
Iowa,2021,4,204.1
Iowa,2021,5,204.1
Iowa,2021,6,204.1
Iowa,2021,7,202.07
Iowa,2021,8,202.07
Iowa,2021,9,202.07
Iowa,2021,10,203.01
Iowa,2021,11,203.01
Iowa,2021,12,203.01
Iowa,2022,1,203.96
Iowa,2022,2,203.96
Iowa,2022,3,203.96
Iowa,2022,4,202.66
Iowa,2022,5,202.66
Iowa,2022,6,202.66
Iowa,2022,7,203.09
Iowa,2022,8,203.09
Iowa,2022,9,203.09
Iowa,2022,10,200.98
Iowa,2022,11,200.98
Iowa,2022,12,200.98
Iowa,2023,1,198.98
Iowa,2023,2,198.98
Iowa,2023,3,198.98
Iowa,2023,4,198.72
Iowa,2023,5,198.72
Iowa,2023,6,198.72
Iowa,2023,7,202.59
Iowa,2023,8,202.59
Iowa,2023,9,202.59
Iowa,2023,10,205.15
Iowa,2023,11,205.15
Iowa,2023,12,205.15
Iowa,2024,1,205.31
Iowa,2024,2,205.31
Iowa,2024,3,205.31
Iowa,2024,4,206.87
Iowa,2024,5,206.87
Iowa,2024,6,206.87
Iowa,2024,7,207.0
Iowa,2024,8,207.0
Iowa,2024,9,207.0
Iowa,2024,10,206.58
Iowa,2024,11,206.58
Iowa,2024,12,206.58
Kansas,2015,1,155.21
Kansas,2015,2,155.21
Kansas,2015,3,155.21
Kansas,2015,4,158.38
Kansas,2015,5,158.38
Kansas,2015,6,158.38
Kansas,2015,7,159.85
Kansas,2015,8,159.85
Kansas,2015,9,159.85
Kansas,2015,10,160.97
Kansas,2015,11,160.97
Kansas,2015,12,160.97
Kansas,2016,1,161.49
Kansas,2016,2,161.49
Kansas,2016,3,161.49
Kansas,2016,4,164.31
Kansas,2016,5,164.31
Kansas,2016,6,164.31
Kansas,2016,7,166.11
Kansas,2016,8,166.11
Kansas,2016,9,166.11
Kansas,2016,10,166.67
Kansas,2016,11,166.67
Kansas,2016,12,166.67
Kansas,2017,1,166.14
Kansas,2017,2,166.14
Kansas,2017,3,166.14
Kansas,2017,4,165.91
Kansas,2017,5,165.91
Kansas,2017,6,165.91
Kansas,2017,7,166.04
Kansas,2017,8,166.04
Kansas,2017,9,166.04
Kansas,2017,10,167.01
Kansas,2017,11,167.01
Kansas,2017,12,167.01
Kansas,2018,1,167.88
Kansas,2018,2,167.88
Kansas,2018,3,167.88
Kansas,2018,4,169.08
Kansas,2018,5,169.08
Kansas,2018,6,169.08
Kansas,2018,7,170.97
Kansas,2018,8,170.97
Kansas,2018,9,170.97
Kansas,2018,10,171.25
Kansas,2018,11,171.25
Kansas,2018,12,171.25
Kansas,2019,1,167.38
Kansas,2019,2,167.38
Kansas,2019,3,167.38
Kansas,2019,4,169.79
Kansas,2019,5,169.79
Kansas,2019,6,169.79
Kansas,2019,7,170.21
Kansas,2019,8,170.21
Kansas,2019,9,170.21
Kansas,2019,10,170.87
Kansas,2019,11,170.87
Kansas,2019,12,170.87
Kansas,2020,1,172.1
Kansas,2020,2,172.1
Kansas,2020,3,172.1
Kansas,2020,4,157.92
Kansas,2020,5,157.92
Kansas,2020,6,157.92
Kansas,2020,7,168.05
Kansas,2020,8,168.05
Kansas,2020,9,168.05
Kansas,2020,10,168.42
Kansas,2020,11,168.42
Kansas,2020,12,168.42
Kansas,2021,1,165.77
Kansas,2021,2,165.77
Kansas,2021,3,165.77
Kansas,2021,4,171.0
Kansas,2021,5,171.0
Kansas,2021,6,171.0
Kansas,2021,7,171.86
Kansas,2021,8,171.86
Kansas,2021,9,171.86
Kansas,2021,10,172.97
Kansas,2021,11,172.97
Kansas,2021,12,172.97
Kansas,2022,1,177.53
Kansas,2022,2,177.53
Kansas,2022,3,177.53
Kansas,2022,4,176.05
Kansas,2022,5,176.05
Kansas,2022,6,176.05
Kansas,2022,7,178.75
Kansas,2022,8,178.75
Kansas,2022,9,178.75
Kansas,2022,10,178.78
Kansas,2022,11,178.78
Kansas,2022,12,178.78
Kansas,2023,1,180.06
Kansas,2023,2,180.06
Kansas,2023,3,180.06
Kansas,2023,4,179.25
Kansas,2023,5,179.25
Kansas,2023,6,179.25
Kansas,2023,7,180.7
Kansas,2023,8,180.7
Kansas,2023,9,180.7
Kansas,2023,10,181.06
Kansas,2023,11,181.06
Kansas,2023,12,181.06
Kansas,2024,1,179.6
Kansas,2024,2,179.6
Kansas,2024,3,179.6
Kansas,2024,4,182.34
Kansas,2024,5,182.34
Kansas,2024,6,182.34
Kansas,2024,7,181.91
Kansas,2024,8,181.91
Kansas,2024,9,181.91
Kansas,2024,10,182.55
Kansas,2024,11,182.55
Kansas,2024,12,182.55
Kentucky,2015,1,197.77
Kentucky,2015,2,197.77
Kentucky,2015,3,197.77
Kentucky,2015,4,199.98
Kentucky,2015,5,199.98
Kentucky,2015,6,199.98
Kentucky,2015,7,199.91
Kentucky,2015,8,199.91
Kentucky,2015,9,199.91
Kentucky,2015,10,200.28
Kentucky,2015,11,200.28
Kentucky,2015,12,200.28
Kentucky,2016,1,197.99
Kentucky,2016,2,197.99
Kentucky,2016,3,197.99
Kentucky,2016,4,200.66
Kentucky,2016,5,200.66
Kentucky,2016,6,200.66
Kentucky,2016,7,202.74
Kentucky,2016,8,202.74
Kentucky,2016,9,202.74
Kentucky,2016,10,202.65
Kentucky,2016,11,202.65
Kentucky,2016,12,202.65
Kentucky,2017,1,202.09
Kentucky,2017,2,202.09
Kentucky,2017,3,202.09
Kentucky,2017,4,203.32
Kentucky,2017,5,203.32
Kentucky,2017,6,203.32
Kentucky,2017,7,203.73
Kentucky,2017,8,203.73
Kentucky,2017,9,203.73
Kentucky,2017,10,205.12
Kentucky,2017,11,205.12
Kentucky,2017,12,205.12
Kentucky,2018,1,204.57
Kentucky,2018,2,204.57
Kentucky,2018,3,204.57
Kentucky,2018,4,206.1
Kentucky,2018,5,206.1
Kentucky,2018,6,206.1
Kentucky,2018,7,205.98
Kentucky,2018,8,205.98
Kentucky,2018,9,205.98
Kentucky,2018,10,207.11
Kentucky,2018,11,207.11
Kentucky,2018,12,207.11
Kentucky,2019,1,208.91
Kentucky,2019,2,208.91
Kentucky,2019,3,208.91
Kentucky,2019,4,210.89
Kentucky,2019,5,210.89
Kentucky,2019,6,210.89
Kentucky,2019,7,212.68
Kentucky,2019,8,212.68
Kentucky,2019,9,212.68
Kentucky,2019,10,214.65
Kentucky,2019,11,214.65
Kentucky,2019,12,214.65
Kentucky,2020,1,212.22
Kentucky,2020,2,212.22
Kentucky,2020,3,212.22
Kentucky,2020,4,192.12
Kentucky,2020,5,192.12
Kentucky,2020,6,192.12
Kentucky,2020,7,211.02
Kentucky,2020,8,211.02
Kentucky,2020,9,211.02
Kentucky,2020,10,211.06
Kentucky,2020,11,211.06
Kentucky,2020,12,211.06
Kentucky,2021,1,213.93
Kentucky,2021,2,213.93
Kentucky,2021,3,213.93
Kentucky,2021,4,214.84
Kentucky,2021,5,214.84
Kentucky,2021,6,214.84
Kentucky,2021,7,214.96
Kentucky,2021,8,214.96
Kentucky,2021,9,214.96
Kentucky,2021,10,218.41
Kentucky,2021,11,218.41
Kentucky,2021,12,218.41
Kentucky,2022,1,217.34
Kentucky,2022,2,217.34
Kentucky,2022,3,217.34
Kentucky,2022,4,220.41
Kentucky,2022,5,220.41
Kentucky,2022,6,220.41
Kentucky,2022,7,221.57
Kentucky,2022,8,221.57
Kentucky,2022,9,221.57
Kentucky,2022,10,223.24
Kentucky,2022,11,223.24
Kentucky,2022,12,223.24
Kentucky,2023,1,225.1
Kentucky,2023,2,225.1
Kentucky,2023,3,225.1
Kentucky,2023,4,225.32
Kentucky,2023,5,225.32
Kentucky,2023,6,225.32
Kentucky,2023,7,228.32
Kentucky,2023,8,228.32
Kentucky,2023,9,228.32
Kentucky,2023,10,229.03
Kentucky,2023,11,229.03
Kentucky,2023,12,229.03
Kentucky,2024,1,229.29
Kentucky,2024,2,229.29
Kentucky,2024,3,229.29
Kentucky,2024,4,230.62
Kentucky,2024,5,230.62
Kentucky,2024,6,230.62
Kentucky,2024,7,232.06
Kentucky,2024,8,232.06
Kentucky,2024,9,232.06
Kentucky,2024,10,231.9
Kentucky,2024,11,231.9
Kentucky,2024,12,231.9
Louisiana,2015,1,242.41
Louisiana,2015,2,242.41
Louisiana,2015,3,242.41
Louisiana,2015,4,239.75
Louisiana,2015,5,239.75
Louisiana,2015,6,239.75
Louisiana,2015,7,239.24
Louisiana,2015,8,239.24
Louisiana,2015,9,239.24
Louisiana,2015,10,236.94
Louisiana,2015,11,236.94
Louisiana,2015,12,236.94
Louisiana,2016,1,235.92
Louisiana,2016,2,235.92
Louisiana,2016,3,235.92
Louisiana,2016,4,235.35
Louisiana,2016,5,235.35
Louisiana,2016,6,235.35
Louisiana,2016,7,235.18
Louisiana,2016,8,235.18
Louisiana,2016,9,235.18
Louisiana,2016,10,235.76
Louisiana,2016,11,235.76
Louisiana,2016,12,235.76
Louisiana,2017,1,238.48
Louisiana,2017,2,238.48
Louisiana,2017,3,238.48
Louisiana,2017,4,239.62
Louisiana,2017,5,239.62
Louisiana,2017,6,239.62
Louisiana,2017,7,240.51
Louisiana,2017,8,240.51
Louisiana,2017,9,240.51
Louisiana,2017,10,240.71
Louisiana,2017,11,240.71
Louisiana,2017,12,240.71
Louisiana,2018,1,244.52
Louisiana,2018,2,244.52
Louisiana,2018,3,244.52
Louisiana,2018,4,245.08
Louisiana,2018,5,245.08
Louisiana,2018,6,245.08
Louisiana,2018,7,245.26
Louisiana,2018,8,245.26
Louisiana,2018,9,245.26
Louisiana,2018,10,246.02
Louisiana,2018,11,246.02
Louisiana,2018,12,246.02
Louisiana,2019,1,246.4
Louisiana,2019,2,246.4
Louisiana,2019,3,246.4
Louisiana,2019,4,246.0
Louisiana,2019,5,246.0
Louisiana,2019,6,246.0
Louisiana,2019,7,247.65
Louisiana,2019,8,247.65
